epoch,epoch_train_losses,epoch_train_acc,epoch_val_losses,epoch_val_acc,epoch_test_losses,epoch_test_acc
1,1.4780742503419708,40.72873949719323,1.8681467920541763,42.45688852112848,1.868112102150917,42.203450300787466
2,1.3278310238560544,46.73540683372789,1.9481994211673737,36.718689280104286,1.9434440582990646,35.669089169336935
3,1.2835887655427185,49.27270100214385,3.1391680240631104,34.1862240777221,3.1145727932453156,34.25795855250079
4,1.2515062184273442,50.95827808252844,2.6698229610919952,32.98987453663905,2.653308719396591,32.88608103479151
5,1.2310839619817613,51.66642632388726,2.2228204905986786,37.10194639513539,2.189396470785141,37.33273784336577
6,1.220310022559347,51.91581918487482,1.5328511744737625,36.15348109258106,1.5345641821622849,36.1239507309474
7,1.2111202780204484,52.7702913295999,1.9106456637382507,42.836382394237575,1.8977610021829605,42.97915307215065
8,1.204545190062704,52.49990031861682,1.954030305147171,36.793439041419624,1.9472992718219757,36.84254356503229
9,1.1985398500780515,51.350832609458564,1.7012612521648407,37.63621130094927,1.7076150476932526,37.61560286375612
10,1.1936768112303335,50.180083004568424,1.6449158042669296,34.079280053130155,1.644419550895691,33.96371471377424
11,1.1920844754086266,46.94118319191509,2.077633559703827,35.00663038653248,2.0816171169281006,34.814813353000886
12,1.1866203953948202,42.33522871965621,1.661584347486496,30.783232661723517,1.6554700583219528,30.949620431022485
13,1.1755228932899764,38.98607086354183,1.598315715789795,34.14697977411847,1.5987712293863297,33.353843960968554
14,1.1702404520179652,39.54644236430584,1.681928277015686,35.85205437060103,1.6831864565610886,35.976317672167085
15,1.1661837493317038,41.089986627643455,1.5636272132396698,36.51623259590758,1.553549125790596,36.54465041904589
16,1.1666120803808864,42.45845337928569,2.4610174000263214,29.578519906167184,2.4796292781829834,28.801573191570753
17,1.1653941583029832,42.57721733064158,1.5586599856615067,33.95549107509438,1.5508231222629547,33.68220442076849
18,1.161898296090621,43.539173492288526,2.6844430565834045,41.33123182270307,2.6203307807445526,41.37699457726888
19,1.1545848740807063,44.73710376558292,1.5430622398853302,40.61285382820542,1.5531589537858963,40.65302733619679
20,1.1548406579826451,44.37216158220237,1.8620974719524384,40.81909158661563,1.834151953458786,41.08586057556853
21,1.1532430105571505,44.077782959822116,1.592167243361473,44.192741549513634,1.6031339913606644,43.97306988819665
22,1.1525379509865483,44.37452316669637,1.895172357559204,24.542354776903196,1.8894733041524887,24.422360577918237
23,1.1514178454121458,44.503598165173116,1.3935353755950928,43.09368675239392,1.3907365500926971,42.382914623510494
24,1.1502400410326221,45.03686786549877,1.5651659965515137,26.876395070168613,1.5632529705762863,27.109007844623363
25,1.1496633668489094,45.46057823127198,1.516549900174141,41.51824558568749,1.5242591798305511,41.037794755166466
26,1.1501111999342712,46.04904872531297,1.6540250331163406,37.60589770248622,1.6300108581781387,37.05871449866069
27,1.1489808016185519,47.07466386186266,2.4000567495822906,37.826042764876725,2.374542772769928,37.639996144324485
28,1.147670693035367,47.96525967157177,1.5856196135282516,28.90525754192599,1.562889188528061,28.547380659941876
29,1.14698163014424,47.866509859743005,1.9907316118478775,36.55136651330667,1.9845106303691864,35.00135057074207
30,1.1423801923099952,48.20912090249744,1.4248124808073044,36.85260204342849,1.4223069846630096,35.71614011792676
31,1.1418050572841982,48.395728125303854,1.8652103543281555,40.12755728897347,1.8454214334487915,40.01647584754037
32,1.1419976708255237,48.35899516880474,1.4219912439584732,41.064155564690864,1.431831493973732,41.754165572131356
33,1.1422086576872235,48.97790385758101,1.518906518816948,49.193389762962155,1.5270557552576065,49.65952999867471
34,1.1407607371294046,49.26378998049321,1.4625941663980484,45.72893822936777,1.4674085527658463,45.97981041355353
35,1.1399744266196141,49.97996081471833,1.2896583676338196,41.320739717827124,1.2831964790821075,41.76254818592977
36,1.1389583485035957,49.888569520949495,1.5728245973587036,33.89186203407874,1.5524269938468933,34.048501467324456
37,1.138864802408822,50.232395640148056,1.9906091094017029,45.10992986334321,1.9905380010604858,46.05806309576032
38,1.1382651163052908,50.619909307211856,1.372738555073738,43.25972603894847,1.3629744201898575,43.328860642156435
39,1.1375596055501624,50.759134430048974,1.8992236256599426,38.0589255044647,1.9129470437765121,37.70910455471814
40,1.1373719278770158,50.33332633629551,1.7061431109905243,44.20451979646457,1.684399738907814,43.93040303662262
41,1.1371740751628634,50.95624124935081,1.4979068785905838,40.803033324246876,1.5174061208963394,39.97664964352778
42,1.1341047452974924,50.97186347251738,1.230569288134575,41.03733475228551,1.2270025163888931,41.650520676817095
43,1.1342766420750678,51.32780776813485,1.275376096367836,50.348399168723624,1.2782156765460968,49.39675561352346
44,1.1341592450685138,51.31366388968819,1.2147845774888992,44.31176082388146,1.2099512666463852,45.35465722352649
45,1.1331672683546814,51.41227112533459,1.9132051318883896,49.20583769334566,1.8843663185834885,49.13348366195822
46,1.13268995435932,51.777667644691896,1.216136947274208,51.638466872057805,1.2135592103004456,51.98981978307785
47,1.1333117952829674,51.66813551178164,1.29800683259964,43.48283216258095,1.302661269903183,43.398567949739686
48,1.1333259540268137,51.97731951262499,1.345847874879837,47.496458168492346,1.3360524326562881,47.11346649476206
49,1.133423945571803,51.65482563230306,1.3914517611265182,43.68426629814993,1.3739008903503418,44.06456904897107
50,1.1334173151209384,51.72166355941573,1.2307534366846085,44.208475911703275,1.223880186676979,44.49520950469694
51,1.1299839985521534,51.6626033039719,1.3056548833847046,48.469863414395036,1.3146033138036728,47.79607856243189
52,1.1309983006006554,51.65486943989739,1.2997580915689468,46.84399629493966,1.3053978979587555,45.37230255325993
53,1.13083637364303,51.67023516488187,1.2120341509580612,52.13173783419376,1.2123289704322815,51.83246676391913
54,1.1317522012734715,51.72335152090292,1.1910451799631119,51.398261131634314,1.1880529820919037,50.99595878318443
55,1.1300479626353783,51.38602270036628,1.3223157227039337,46.93869381740425,1.3234918415546417,45.90832766208362
56,1.1316523853736589,51.58044730918562,1.2326563000679016,49.55796223286194,1.2384442239999771,49.4397305849734
57,1.1299391185181051,51.658921150089014,1.199179857969284,51.28078329339056,1.193100780248642,50.8297622917155
58,1.1297447002386745,51.6595148667468,1.2407009601593018,42.67819744811113,1.2395488917827606,43.944546494084236
59,1.1302606018283698,51.74677757193214,1.4085877984762192,49.49659604195788,1.4109660685062408,49.450695194673955
60,1.1299806078778039,51.48050941531442,1.2979630380868912,50.832549049105076,1.2970761209726334,50.67655867718614
61,1.1302609021150614,51.68258967746517,1.2010212540626526,51.04875733943942,1.1997105479240417,50.598139858589334
62,1.129582097258749,51.6489444793418,1.1728415340185165,52.031685691721634,1.1731371581554413,52.13474147645594
63,1.1287740710415417,51.59199899440499,1.1763425916433334,51.16890487220755,1.1789731681346893,50.946979311881854
64,1.1287616204611863,51.68586527003567,1.2186244130134583,49.46429076045158,1.2207888960838318,49.224598697267346
65,1.1297280320638343,51.457867064831696,1.170856088399887,52.00481844008143,1.1692983955144882,52.121168291787974
66,1.1292948571941521,51.73892556531875,1.1813222467899323,50.120490225259054,1.1827063113451004,50.330549888984436
67,1.1283921803100199,51.67434676182885,1.1594397872686386,51.371684028087934,1.1573893129825592,51.44200369205552
68,1.1289024609553664,51.718705087582876,1.193073034286499,50.772980552669516,1.1942901909351349,50.59004909929537
69,1.130208792565744,51.79466051661472,1.219107300043106,45.639026545422475,1.2180154025554657,45.54250940916798
70,1.1294477529163602,51.625775846235754,1.2180073708295822,48.92526578540319,1.2163299024105072,49.20960893544435
71,1.1288818166225771,51.65198603592686,1.1592639088630676,50.14200259741045,1.1547471582889557,50.06409527731494
72,1.1292046157619622,51.63342411067494,1.1683484464883804,50.98142700660378,1.1719755232334137,50.78126168280059
73,1.1281100602089604,51.70518901866594,1.1610477715730667,50.06568793472666,1.1636016964912415,49.842750325917
74,1.1287355920936488,51.70183977426157,1.1719079464673996,49.56028486678992,1.1707061678171158,49.11932010740451
75,1.1273290009438237,51.796203930648076,1.1908045560121536,49.82884057136915,1.1857411116361618,49.38380736296918
76,1.1284620746781555,51.60326345131448,1.2003324329853058,52.11041236305678,1.2025701254606247,51.61943602027705
77,1.1282740182514432,51.94256632698545,1.2074179649353027,50.225461442140585,1.200776845216751,49.96929830118161
